city;year;weekofyear;week_start_date;station_max_temp_c;station_min_temp_c;station_precip_mm;total_cases
sj;1999;29;23/07/1999;31.1;21.7;56.2;15
sj;1999;30;30/07/1999;32.8;23.9;19.9;30
sj;1999;31;06/08/1999;32.8;22.8;18.8;25
sj;1999;32;13/08/1999;31.7;23.9;26.7;40
sj;1999;33;20/08/1999;31.7;25.0;10.0;44
sj;1999;34;27/08/1999;33.9;23.9;78.5;25
sj;1999;35;03/09/1999;32.8;23.9;69.7;21
sj;1999;36;10/09/1999;31.7;25.0;32.5;48
sj;1999;37;17/09/1999;33.9;24.4;35.1;56
sj;1999;38;24/09/1999;32.2;24.4;31.3;60
sj;1999;39;01/10/1999;34.4;23.9;38.9;45
sj;1999;40;08/10/1999;32.8;23.3;16.2;55
sj;1999;41;15/10/1999;31.1;23.3;27.8;32
sj;1999;42;22/10/1999;31.1;23.9;71.5;46
sj;1999;43;29/10/1999;32.2;23.3;58.4;61
sj;1999;44;05/11/1999;32.2;23.9;40.9;42
sj;1999;45;12/11/1999;30.6;23.9;37.1;37
sj;1999;46;19/11/1999;30.6;22.8;62.1;43
sj;1999;47;26/11/1999;31.7;23.3;88.9;34
sj;1999;48;03/12/1999;30.6;21.1;13.2;40
sj;1999;49;10/12/1999;28.9;21.7;126.0;25
sj;1999;50;17/12/1999;28.3;20.6;7.6;16
sj;1999;51;24/12/1999;27.8;21.7;10.9;17
sj;2000;52;01/01/2000;29.4;21.1;7.9;17
sj;2000;1;08/01/2000;29.4;21.7;28.6;16
sj;2000;2;15/01/2000;28.3;21.7;12.0;23
sj;2000;3;22/01/2000;27.2;20.0;17.7;18
sj;2000;4;29/01/2000;28.3;17.8;2.0;18
sj;2000;5;05/02/2000;30.0;20.6;14.1;9
sj;2000;6;12/02/2000;30.0;20.6;3.0;7
sj;2000;7;19/02/2000;30.0;21.1;3.8;7
sj;2000;8;26/02/2000;28.3;20.6;3.8;4
sj;2000;9;04/03/2000;29.4;20.0;15.0;3
sj;2000;10;11/03/2000;29.4;19.4;0.0;2
sj;2000;11;18/03/2000;28.9;21.1;0.8;8
sj;2000;12;25/03/2000;29.4;19.4;3.5;3
sj;2000;13;01/04/2000;28.9;20.0;3.1;1
sj;2000;14;08/04/2000;30.6;21.7;13.3;1
sj;2000;15;15/04/2000;30.6;20.6;6.3;2
sj;2000;16;22/04/2000;29.4;20.6;18.6;3
sj;2000;17;29/04/2000;32.2;22.2;1.3;3
sj;2000;18;06/05/2000;32.2;21.7;3.6;2
sj;2000;19;13/05/2000;30.6;22.2;7.7;0
sj;2000;20;20/05/2000;32.2;21.1;83.3;0
sj;2000;21;27/05/2000;31.1;22.8;0.3;2
sj;2000;22;03/06/2000;32.2;23.3;25.6;2
sj;2000;23;10/06/2000;31.7;23.3;4.8;0
sj;2000;24;17/06/2000;32.8;23.3;26.2;6
sj;2000;25;24/06/2000;31.1;23.9;15.6;3
sj;2000;26;01/07/2000;31.7;23.3;31.5;6
sj;2000;27;08/07/2000;31.1;24.4;27.1;2
sj;2000;28;15/07/2000;32.2;24.4;3.5;3
sj;2000;29;22/07/2000;32.8;23.3;22.7;2
sj;2000;30;29/07/2000;32.8;23.9;7.9;4
sj;2000;31;05/08/2000;33.3;22.8;32.7;5
sj;2000;32;12/08/2000;32.8;22.8;37.2;2
sj;2000;33;19/08/2000;32.8;23.9;26.9;9
sj;2000;34;26/08/2000;32.8;23.9;13.7;2
sj;2000;35;02/09/2000;31.1;21.7;156.6;4
sj;2000;36;09/09/2000;31.7;23.9;16.8;8
sj;2000;37;16/09/2000;33.3;22.8;9.3;6
sj;2000;38;23/09/2000;31.7;23.9;18.5;3
sj;2000;39;30/09/2000;31.1;23.9;30.6;11
sj;2000;40;07/10/2000;32.8;23.9;16.1;14
sj;2000;41;14/10/2000;32.8;23.3;20.1;15
sj;2000;42;21/10/2000;33.3;23.9;21.8;20
sj;2000;43;28/10/2000;31.1;23.3;24.1;9
sj;2000;44;04/11/2000;32.2;23.3;18.8;20
sj;2000;45;11/11/2000;30.6;21.7;44.9;28
sj;2000;46;18/11/2000;30.0;22.2;1.3;38
sj;2000;47;25/11/2000;30.6;22.8;14.7;30
sj;2000;48;02/12/2000;29.4;22.8;30.0;30
sj;2000;49;09/12/2000;31.1;22.8;6.4;23
sj;2000;50;16/12/2000;31.1;21.7;7.1;16
sj;2000;51;23/12/2000;28.9;21.7;63.2;22
sj;2001;1;01/01/2001;30.0;20.6;1.9;28
sj;2001;2;08/01/2001;30.6;21.1;15.2;14
sj;2001;3;15/01/2001;30.6;19.4;4.8;17
sj;2001;4;22/01/2001;29.4;20.6;31.5;20
sj;2001;5;29/01/2001;30.6;21.1;21.6;17
sj;2001;6;05/02/2001;29.4;21.1;8.5;10
sj;2001;7;12/02/2001;29.4;21.1;4.8;13
sj;2001;8;19/02/2001;28.9;19.4;17.6;20
sj;2001;9;26/02/2001;28.3;21.7;53.1;9
sj;2001;10;05/03/2001;31.7;19.4;0.0;18
sj;2001;11;12/03/2001;31.7;22.2;0.5;9
sj;2001;12;19/03/2001;30.6;21.7;12.7;8
sj;2001;13;26/03/2001;32.2;21.7;26.7;19
sj;2001;14;02/04/2001;32.2;22.2;0.5;11
sj;2001;15;09/04/2001;30.6;21.7;13.0;4
sj;2001;16;16/04/2001;32.2;22.2;8.1;6
sj;2001;17;23/04/2001;33.3;22.8;20.6;6
sj;2001;18;30/04/2001;31.1;22.2;16.0;8
sj;2001;19;07/05/2001;32.2;22.8;64.3;13
sj;2001;20;14/05/2001;32.2;24.4;60.5;8
sj;2001;21;21/05/2001;33.9;23.3;7.4;8
sj;2001;22;28/05/2001;32.8;25.0;16.6;5
sj;2001;23;04/06/2001;32.8;23.9;6.7;16
sj;2001;24;11/06/2001;33.9;23.9;20.9;12
sj;2001;25;18/06/2001;31.7;23.9;2.3;11
sj;2001;26;25/06/2001;33.3;23.9;11.1;18
sj;2001;27;02/07/2001;32.8;24.4;16.8;10
sj;2001;28;09/07/2001;31.7;23.9;20.0;22
sj;2001;29;16/07/2001;32.8;22.8;10.6;14
sj;2001;30;23/07/2001;33.9;23.9;4.5;16
sj;2001;31;30/07/2001;32.2;23.3;46.0;18
sj;2001;32;06/08/2001;32.2;23.9;49.0;27
sj;2001;33;13/08/2001;32.2;25.6;24.3;38
sj;2001;34;20/08/2001;32.8;25.6;1.8;35
sj;2001;35;27/08/2001;32.8;23.3;65.0;41
sj;2001;36;03/09/2001;32.2;23.3;71.5;51
sj;2001;37;10/09/2001;32.2;23.9;5.6;65
sj;2001;38;17/09/2001;33.3;23.9;56.8;55
sj;2001;39;24/09/2001;32.8;23.9;15.8;54
sj;2001;40;01/10/2001;34.4;24.4;6.6;62
sj;2001;41;08/10/2001;33.3;23.9;32.0;64
sj;2001;42;15/10/2001;32.2;22.8;67.6;56
sj;2001;43;22/10/2001;32.2;22.8;15.0;65
sj;2001;44;29/10/2001;31.1;24.4;11.3;71
sj;2001;45;05/11/2001;32.2;20.0;36.7;75
sj;2001;46;12/11/2001;33.3;22.2;96.0;71
sj;2001;47;19/11/2001;31.1;22.8;2.9;72
sj;2001;48;26/11/2001;29.4;22.8;4.4;47
sj;2001;49;03/12/2001;31.1;20.6;44.0;27
sj;2001;50;10/12/2001;29.4;22.8;87.8;35
sj;2001;51;17/12/2001;29.4;22.8;80.3;25
sj;2001;52;24/12/2001;30.0;22.8;106.2;19
sj;2002;1;01/01/2002;30.0;20.6;24.9;37
sj;2002;2;08/01/2002;29.4;21.7;13.7;38
sj;2002;3;15/01/2002;29.4;21.1;2.9;34
sj;2002;4;22/01/2002;30.6;22.2;19.1;26
sj;2002;5;29/01/2002;29.4;21.7;38.1;19
sj;2002;6;05/02/2002;28.9;20.6;21.1;18
sj;2002;7;12/02/2002;29.4;20.6;4.3;22
sj;2002;8;19/02/2002;31.7;21.1;6.4;16
sj;2002;9;26/02/2002;30.0;21.1;3.3;18
sj;2002;10;05/03/2002;28.9;20.6;0.6;6
sj;2002;11;12/03/2002;30.0;22.2;14.1;12
sj;2002;12;19/03/2002;30.0;20.6;6.5;6
sj;2002;13;26/03/2002;32.8;22.2;0.6;6
sj;2002;14;02/04/2002;30.6;21.7;7.7;3
sj;2002;15;09/04/2002;32.2;22.8;15.7;7
sj;2002;16;16/04/2002;30.0;21.7;17.8;6
sj;2002;17;23/04/2002;30.6;21.7;69.7;1
sj;2002;18;30/04/2002;30.0;22.8;10.5;3
sj;2002;19;07/05/2002;30.0;22.8;56.5;2
sj;2002;20;14/05/2002;30.0;21.7;15.4;2
sj;2002;21;21/05/2002;31.7;23.3;2.9;1
sj;2002;22;28/05/2002;32.8;23.3;4.8;10
sj;2002;23;04/06/2002;33.3;23.3;12.9;3
sj;2002;24;11/06/2002;33.3;24.4;4.5;3
sj;2002;25;18/06/2002;32.8;24.4;12.7;1
sj;2002;26;25/06/2002;31.7;22.8;25.0;1
sj;2002;27;02/07/2002;31.7;25.0;3.6;2
sj;2002;28;09/07/2002;32.2;23.3;29.6;6
sj;2002;29;16/07/2002;32.8;23.9;57.2;3
sj;2002;30;23/07/2002;32.8;23.3;16.3;3
sj;2002;31;30/07/2002;32.8;24.4;28.0;5
sj;2002;32;06/08/2002;32.2;25.0;3.6;4
sj;2002;33;13/08/2002;33.3;23.9;13.6;7
sj;2002;34;20/08/2002;32.8;23.3;48.1;6
sj;2002;35;27/08/2002;32.2;24.4;13.5;5
sj;2002;36;03/09/2002;31.7;22.8;105.0;7
sj;2002;37;10/09/2002;34.4;24.4;2.3;6
sj;2002;38;17/09/2002;33.3;23.3;53.2;4
sj;2002;39;24/09/2002;32.8;23.9;48.0;4
sj;2002;40;01/10/2002;33.3;22.8;72.7;7
sj;2002;41;08/10/2002;31.7;23.9;26.0;9
sj;2002;42;15/10/2002;32.2;23.3;6.1;5
sj;2002;43;22/10/2002;33.3;23.9;53.3;5
sj;2002;44;29/10/2002;31.7;23.3;31.3;10
sj;2002;45;05/11/2002;31.1;23.3;8.4;6
sj;2002;46;12/11/2002;31.1;22.8;3.8;13
sj;2002;47;19/11/2002;32.2;23.3;30.8;6
sj;2002;48;26/11/2002;32.2;21.7;28.0;5
sj;2002;49;03/12/2002;31.1;21.7;2.9;5
sj;2002;50;10/12/2002;30.0;21.7;40.6;9
sj;2002;51;17/12/2002;30.6;21.7;18.6;3
sj;2002;52;24/12/2002;29.4;22.2;31.7;6
sj;2003;1;01/01/2003;28.9;21.1;25.7;11
sj;2003;2;08/01/2003;30.0;21.1;35.3;7
sj;2003;3;15/01/2003;31.1;20.6;0.0;7
sj;2003;4;22/01/2003;30.6;21.1;2.9;15
sj;2003;5;29/01/2003;30.6;20.6;59.7;9
sj;2003;6;05/02/2003;29.4;21.1;19.4;6
sj;2003;7;12/02/2003;29.4;21.7;37.1;6
sj;2003;8;19/02/2003;30.6;20.6;7.4;6
sj;2003;9;26/02/2003;30.0;21.1;8.2;7
sj;2003;10;05/03/2003;29.4;20.6;5.1;10
sj;2003;11;12/03/2003;31.1;21.7;2.6;8
sj;2003;12;19/03/2003;31.1;21.7;1.3;7
sj;2003;13;26/03/2003;32.2;22.8;2.0;12
sj;2003;14;02/04/2003;33.3;22.2;30.0;3
sj;2003;15;09/04/2003;32.2;22.8;28.2;2
sj;2003;16;16/04/2003;31.7;22.8;46.5;7
sj;2003;17;23/04/2003;30.6;20.6;88.2;5
sj;2003;18;30/04/2003;32.2;23.3;75.2;5
sj;2003;19;07/05/2003;32.8;23.3;2.5;7
sj;2003;20;14/05/2003;31.1;22.8;7.0;7
sj;2003;21;21/05/2003;31.1;22.8;10.1;7
sj;2003;22;28/05/2003;32.2;22.8;22.9;7
sj;2003;23;04/06/2003;32.2;22.8;3.3;10
sj;2003;24;11/06/2003;31.1;22.8;33.8;13
sj;2003;25;18/06/2003;30.6;23.9;36.6;10
sj;2003;26;25/06/2003;32.2;24.4;0.6;14
sj;2003;27;02/07/2003;32.8;24.4;13.0;11
sj;2003;28;09/07/2003;31.7;23.9;17.9;20
sj;2003;29;16/07/2003;31.7;21.7;43.0;25
sj;2003;30;23/07/2003;32.8;23.3;8.0;17
sj;2003;31;30/07/2003;31.7;24.4;48.9;18
sj;2003;32;06/08/2003;31.7;25.0;8.2;25
sj;2003;33;13/08/2003;32.2;24.4;17.0;21
sj;2003;34;20/08/2003;32.2;23.9;25.7;31
sj;2003;35;27/08/2003;31.7;23.3;69.6;32
sj;2003;36;03/09/2003;31.7;24.4;29.8;26
sj;2003;37;10/09/2003;34.4;25.0;20.9;35
sj;2003;38;17/09/2003;34.4;25.0;2.3;28
sj;2003;39;24/09/2003;33.9;22.2;76.5;37
sj;2003;40;01/10/2003;32.2;25.0;9.9;41
sj;2003;41;08/10/2003;31.7;24.4;0.8;34
sj;2003;42;15/10/2003;32.2;22.8;61.0;30
sj;2003;43;22/10/2003;32.8;23.9;10.9;39
sj;2003;44;29/10/2003;33.3;23.9;11.0;39
sj;2003;45;05/11/2003;32.8;22.2;62.4;39
sj;2003;46;12/11/2003;31.7;22.8;74.7;34
sj;2003;47;19/11/2003;31.7;23.9;133.2;30
sj;2003;48;26/11/2003;30.6;22.8;54.2;37
sj;2003;49;03/12/2003;29.4;21.7;2.1;29
sj;2003;50;10/12/2003;29.4;22.2;82.8;26
sj;2003;51;17/12/2003;29.4;22.2;11.0;15
sj;2003;52;24/12/2003;30.0;21.1;12.0;22
sj;2004;1;01/01/2004;;;;15
sj;2004;2;08/01/2004;27.8;20.6;15.6;20
sj;2004;3;15/01/2004;28.3;20.0;23.7;14
sj;2004;4;22/01/2004;27.8;20.6;10.2;10
sj;2004;5;29/01/2004;28.9;20.0;1.8;21
sj;2004;6;05/02/2004;31.1;19.4;4.6;14
sj;2004;7;12/02/2004;28.9;20.0;15.0;14
sj;2004;8;19/02/2004;29.4;20.6;11.4;9
sj;2004;9;26/02/2004;28.3;19.4;19.3;11
sj;2004;10;04/03/2004;31.1;20.6;15.8;5
sj;2004;11;11/03/2004;30.6;21.1;2.5;6
sj;2004;12;18/03/2004;31.1;20.6;12.2;7
sj;2004;13;25/03/2004;30.0;21.1;3.0;11
sj;2004;14;01/04/2004;28.9;20.6;60.7;4
sj;2004;15;08/04/2004;31.1;20.6;5.6;3
sj;2004;16;15/04/2004;29.4;22.8;31.5;2
sj;2004;17;22/04/2004;29.4;21.7;5.6;6
sj;2004;18;29/04/2004;30.0;22.8;23.4;10
sj;2004;19;06/05/2004;30.6;22.2;30.2;7
sj;2004;20;13/05/2004;31.1;22.8;18.1;5
sj;2004;21;20/05/2004;29.4;22.8;53.6;3
sj;2004;22;27/05/2004;28.9;21.7;145.8;12
sj;2004;23;03/06/2004;33.3;22.8;4.6;13
sj;2004;24;10/06/2004;31.7;23.9;17.6;10
sj;2004;25;17/06/2004;33.3;22.8;81.5;13
sj;2004;26;24/06/2004;32.2;23.9;8.9;13
sj;2004;27;01/07/2004;32.2;23.3;67.6;8
sj;2004;28;08/07/2004;31.1;23.3;76.5;21
sj;2004;29;15/07/2004;31.7;25.0;16.0;18
sj;2004;30;22/07/2004;31.7;23.9;26.2;8
sj;2004;31;29/07/2004;31.7;23.9;44.0;7
sj;2004;32;05/08/2004;32.2;24.4;12.8;20
sj;2004;33;12/08/2004;33.9;24.4;10.5;14
sj;2004;34;19/08/2004;32.2;24.4;28.3;14
sj;2004;35;26/08/2004;33.3;25.0;20.6;7
sj;2004;36;02/09/2004;32.8;24.4;23.8;14
sj;2004;37;09/09/2004;33.9;25.0;20.6;10
sj;2004;38;16/09/2004;32.2;24.4;32.8;13
sj;2004;39;23/09/2004;33.9;23.3;158.2;27
sj;2004;40;30/09/2004;34.4;24.4;21.8;13
sj;2004;41;07/10/2004;31.7;24.4;24.4;18
sj;2004;42;14/10/2004;32.2;23.9;41.4;16
sj;2004;43;21/10/2004;32.2;23.9;15.1;16
sj;2004;44;28/10/2004;31.7;23.9;34.1;20
sj;2004;45;04/11/2004;30.6;22.8;109.0;17
sj;2004;46;11/11/2004;31.1;23.9;7.7;4
sj;2004;47;18/11/2004;28.9;23.3;70.7;15
sj;2004;48;25/11/2004;29.4;23.3;26.9;8
sj;2004;49;02/12/2004;28.9;21.1;7.7;6
sj;2004;50;09/12/2004;28.9;20.6;10.4;12
sj;2004;51;16/12/2004;30.6;22.8;30.6;15
sj;2004;52;23/12/2004;30.0;22.8;55.7;11
sj;2005;53;01/01/2005;;;;10
sj;2005;1;08/01/2005;28.3;21.1;23.8;15
sj;2005;2;15/01/2005;28.3;22.2;55.6;17
sj;2005;3;22/01/2005;28.3;21.7;32.4;7
sj;2005;4;29/01/2005;28.3;17.8;34.0;7
sj;2005;5;05/02/2005;27.8;19.4;5.4;8
sj;2005;6;12/02/2005;26.7;19.4;10.1;9
sj;2005;7;19/02/2005;26.7;18.9;4.6;12
sj;2005;8;26/02/2005;27.2;21.7;2.1;12
sj;2005;9;05/03/2005;30.6;20.0;5.3;5
sj;2005;10;12/03/2005;31.1;20.0;0.0;4
sj;2005;11;19/03/2005;33.3;20.0;0.0;11
sj;2005;12;26/03/2005;32.8;20.0;0.0;4
sj;2005;13;02/04/2005;33.3;22.2;0.0;5
sj;2005;14;09/04/2005;33.3;22.2;7.4;7
sj;2005;15;16/04/2005;32.8;22.8;21.1;1
sj;2005;16;23/04/2005;33.9;22.2;97.3;1
sj;2005;17;30/04/2005;32.8;22.8;207.5;4
sj;2005;18;07/05/2005;31.7;23.3;48.2;2
sj;2005;19;14/05/2005;31.7;23.3;11.4;6
sj;2005;20;21/05/2005;30.6;22.2;110.9;3
sj;2005;21;28/05/2005;35.0;23.9;71.2;4
sj;2005;22;04/06/2005;34.4;25.0;23.9;10
sj;2005;23;11/06/2005;32.8;24.4;4.4;12
sj;2005;24;18/06/2005;31.1;23.9;44.5;21
sj;2005;25;25/06/2005;34.4;25.0;0.0;26
sj;2005;26;02/07/2005;33.3;24.4;52.3;21
sj;2005;27;09/07/2005;33.9;25.0;34.8;30
sj;2005;28;16/07/2005;32.8;24.4;52.8;45
sj;2005;29;23/07/2005;32.8;23.9;50.3;56
sj;2005;30;30/07/2005;32.2;23.9;73.8;75
sj;2005;31;06/08/2005;33.3;25.0;41.0;83
sj;2005;32;13/08/2005;33.9;25.6;12.6;82
sj;2005;33;20/08/2005;33.3;25.6;18.1;126
sj;2005;34;27/08/2005;33.3;22.8;31.7;119
sj;2005;35;03/09/2005;32.2;22.2;104.4;137
sj;2005;36;10/09/2005;33.9;24.4;8.9;131
sj;2005;37;17/09/2005;33.9;24.4;61.0;112
sj;2005;38;24/09/2005;32.2;24.4;15.1;82
sj;2005;39;01/10/2005;32.2;25.0;19.8;73
sj;2005;40;08/10/2005;32.8;23.3;18.6;43
sj;2005;41;15/10/2005;32.2;22.8;126.9;55
sj;2005;42;22/10/2005;33.9;23.3;45.5;55
sj;2005;43;29/10/2005;33.3;23.9;55.1;53
sj;2005;44;05/11/2005;32.8;23.9;57.2;46
sj;2005;45;12/11/2005;32.8;23.3;32.5;43
sj;2005;46;19/11/2005;31.1;23.3;41.5;29
sj;2005;47;26/11/2005;30.0;22.2;23.6;22
sj;2005;48;03/12/2005;30.6;22.8;80.7;26
sj;2005;49;10/12/2005;28.9;20.6;27.5;13
sj;2005;50;17/12/2005;29.4;21.1;30.0;17
sj;2005;51;24/12/2005;28.9;20.6;29.1;8
sj;2006;52;01/01/2006;30.0;21.1;18.6;13
sj;2006;1;08/01/2006;28.3;20.6;8.1;10
sj;2006;2;15/01/2006;27.8;18.9;21.9;17
sj;2006;3;22/01/2006;30.6;20.6;101.1;19
sj;2006;4;29/01/2006;27.2;20.6;29.2;9
sj;2006;5;05/02/2006;28.9;18.9;7.6;9
sj;2006;6;12/02/2006;28.3;19.4;26.6;9
sj;2006;7;19/02/2006;30.6;20.0;15.0;3
sj;2006;8;26/02/2006;28.9;21.1;2.6;7
sj;2006;9;05/03/2006;30.6;21.1;0.0;7
sj;2006;10;12/03/2006;30.6;21.1;3.3;0
sj;2006;11;19/03/2006;29.4;21.7;2.2;2
sj;2006;12;26/03/2006;29.4;21.7;7.4;3
sj;2006;13;02/04/2006;32.8;22.2;7.9;3
sj;2006;14;09/04/2006;30.6;21.1;84.6;1
sj;2006;15;16/04/2006;30.6;22.2;48.3;3
sj;2006;16;23/04/2006;30.6;22.8;5.4;3
sj;2006;17;30/04/2006;30.6;22.8;75.2;3
sj;2006;18;07/05/2006;31.1;22.2;66.1;7
sj;2006;19;14/05/2006;29.4;22.2;80.8;3
sj;2006;20;21/05/2006;33.3;23.3;15.6;5
sj;2006;21;28/05/2006;33.9;24.4;0.5;11
sj;2006;22;04/06/2006;33.9;24.4;22.1;5
sj;2006;23;11/06/2006;34.4;24.4;1.3;5
sj;2006;24;18/06/2006;34.4;23.3;34.0;6
sj;2006;25;25/06/2006;33.3;23.9;25.5;6
sj;2006;26;02/07/2006;33.3;22.8;58.2;4
sj;2006;27;09/07/2006;32.2;22.8;26.7;4
sj;2006;28;16/07/2006;32.8;22.8;51.6;8
sj;2006;29;23/07/2006;31.7;22.8;36.8;14
sj;2006;30;30/07/2006;33.9;23.9;13.3;12
sj;2006;31;06/08/2006;32.2;22.8;100.0;16
sj;2006;32;13/08/2006;31.1;23.9;40.9;10
sj;2006;33;20/08/2006;32.2;24.4;1.5;16
sj;2006;34;27/08/2006;32.2;23.9;30.7;18
sj;2006;35;03/09/2006;31.7;23.3;33.8;15
sj;2006;36;10/09/2006;32.2;24.4;9.8;23
sj;2006;37;17/09/2006;33.3;23.9;25.3;17
sj;2006;38;24/09/2006;33.3;23.9;2.3;33
sj;2006;39;01/10/2006;32.8;25.0;6.2;15
sj;2006;40;08/10/2006;33.9;24.4;7.3;13
sj;2006;41;15/10/2006;33.3;23.9;28.0;11
sj;2006;42;22/10/2006;33.3;23.9;140.8;14
sj;2006;43;29/10/2006;32.8;23.3;65.8;17
sj;2006;44;05/11/2006;32.2;25.0;38.0;19
sj;2006;45;12/11/2006;31.7;24.4;18.0;20
sj;2006;46;19/11/2006;31.7;23.3;18.5;12
sj;2006;47;26/11/2006;32.8;22.8;0.8;21
sj;2006;48;03/12/2006;32.2;22.2;88.7;7
sj;2006;49;10/12/2006;29.4;22.2;68.0;19
sj;2006;50;17/12/2006;30.0;22.8;6.9;10
sj;2006;51;24/12/2006;30.0;22.2;26.9;13
sj;2007;1;01/01/2007;28.3;21.7;21.7;10
sj;2007;2;08/01/2007;29.4;21.1;14.8;8
sj;2007;3;15/01/2007;28.3;20.6;21.4;21
sj;2007;4;22/01/2007;28.3;21.1;16.8;11
sj;2007;5;29/01/2007;30.6;20.6;0.0;9
sj;2007;6;05/02/2007;30.0;21.1;3.3;14
sj;2007;7;12/02/2007;32.2;21.1;0.3;14
sj;2007;8;19/02/2007;31.1;21.7;1.5;15
sj;2007;9;26/02/2007;31.7;21.1;22.9;18
sj;2007;10;05/03/2007;32.2;22.2;8.4;16
sj;2007;11;12/03/2007;31.7;21.7;0.3;12
sj;2007;12;19/03/2007;32.8;22.2;0.5;20
sj;2007;13;26/03/2007;33.3;22.8;7.6;8
sj;2007;14;02/04/2007;30.0;21.7;40.2;3
sj;2007;15;09/04/2007;32.8;20.6;3.3;13
sj;2007;16;16/04/2007;33.3;22.8;1.8;4
sj;2007;17;23/04/2007;34.4;21.7;163.1;1
sj;2007;18;30/04/2007;30.0;22.2;79.8;10
sj;2007;19;07/05/2007;31.7;23.3;20.5;8
sj;2007;20;14/05/2007;33.3;24.4;0.3;13
sj;2007;21;21/05/2007;33.3;23.9;0.5;10
sj;2007;22;28/05/2007;32.8;23.9;17.0;21
sj;2007;23;04/06/2007;33.9;23.3;33.3;18
sj;2007;24;11/06/2007;34.4;23.9;47.6;21
sj;2007;25;18/06/2007;33.9;24.4;4.3;34
sj;2007;26;25/06/2007;33.9;25.0;1.5;25
sj;2007;27;02/07/2007;33.3;24.4;17.3;34
sj;2007;28;09/07/2007;33.3;24.4;10.0;33
sj;2007;29;16/07/2007;33.3;24.4;21.3;40
sj;2007;30;23/07/2007;33.3;25.0;69.8;42
sj;2007;31;30/07/2007;32.8;24.4;14.5;36
sj;2007;32;06/08/2007;31.7;24.4;6.4;72
sj;2007;33;13/08/2007;31.7;23.3;24.9;75
sj;2007;34;20/08/2007;33.9;23.9;35.3;76
sj;2007;35;27/08/2007;33.9;23.9;20.1;92
sj;2007;36;03/09/2007;33.3;23.9;25.9;71
sj;2007;37;10/09/2007;33.9;25.0;10.4;112
sj;2007;38;17/09/2007;32.8;24.4;26.9;106
sj;2007;39;24/09/2007;32.2;24.4;21.3;101
sj;2007;40;01/10/2007;32.8;22.2;86.6;170
sj;2007;41;08/10/2007;33.3;23.9;14.5;135
sj;2007;42;15/10/2007;33.9;24.4;10.2;106
sj;2007;43;22/10/2007;32.2;24.4;8.6;68
sj;2007;44;29/10/2007;30.6;22.2;89.2;48
sj;2007;45;05/11/2007;32.2;22.8;4.1;48
sj;2007;46;12/11/2007;31.1;22.8;65.7;26
sj;2007;47;19/11/2007;31.1;22.8;40.4;33
sj;2007;48;26/11/2007;28.9;22.2;36.4;29
sj;2007;49;03/12/2007;29.4;22.8;34.5;17
sj;2007;50;10/12/2007;28.9;22.2;30.2;12
sj;2007;51;17/12/2007;28.9;21.7;108.2;13
sj;2007;52;24/12/2007;28.3;21.1;16.8;17
sj;2008;1;01/01/2008;29.4;22.2;55.5;15
sj;2008;2;08/01/2008;28.3;21.1;64.8;14
sj;2008;3;15/01/2008;27.8;20.6;2.5;15
sj;2008;4;22/01/2008;27.8;21.1;83.1;10
sj;2008;5;29/01/2008;28.9;20.0;3.1;9
sj;2008;6;05/02/2008;27.2;21.1;35.9;2
sj;2008;7;12/02/2008;28.3;21.1;6.4;6
sj;2008;8;19/02/2008;28.3;21.7;13.3;8
sj;2008;9;26/02/2008;27.8;21.1;12.9;5
sj;2008;10;04/03/2008;29.4;21.1;13.0;1
sj;2008;11;11/03/2008;28.9;22.2;4.4;2
sj;2008;12;18/03/2008;30.0;20.6;0.5;3
sj;2008;13;25/03/2008;30.0;21.1;1.8;4
sj;2008;14;01/04/2008;30.6;22.2;0.5;3
sj;2008;15;08/04/2008;29.4;21.7;30.7;1
sj;2008;16;15/04/2008;29.4;21.7;11.2;3
sj;2008;17;22/04/2008;31.7;23.3;0.3;5
iq;2000;26;01/07/2000;32.5;20.7;3.0;0
iq;2000;27;08/07/2000;34.0;20.8;55.6;0
iq;2000;28;15/07/2000;33.0;20.7;38.1;0
iq;2000;29;22/07/2000;31.5;14.7;30.0;0
iq;2000;30;29/07/2000;33.3;19.1;4.0;0
iq;2000;31;05/08/2000;32.0;17.0;11.5;0
iq;2000;32;12/08/2000;34.0;19.9;72.9;0
iq;2000;33;19/08/2000;33.0;20.5;50.1;0
iq;2000;34;26/08/2000;34.0;19.0;89.2;0
iq;2000;35;02/09/2000;34.0;20.0;78.0;0
iq;2000;36;09/09/2000;35.8;21.7;56.9;1
iq;2000;37;16/09/2000;34.5;20.5;18.9;0
iq;2000;38;23/09/2000;36.0;20.5;104.2;0
iq;2000;39;30/09/2000;34.0;20.5;57.9;0
iq;2000;40;07/10/2000;34.0;20.0;63.0;0
iq;2000;41;14/10/2000;34.0;21.0;3.0;1
iq;2000;42;21/10/2000;36.0;21.0;45.2;1
iq;2000;43;28/10/2000;34.6;20.0;57.9;0
iq;2000;44;04/11/2000;35.5;21.1;7.1;0
iq;2000;45;11/11/2000;35.2;21.5;13.5;0
iq;2000;46;18/11/2000;36.4;21.7;0.0;0
iq;2000;47;25/11/2000;36.5;21.5;;0
iq;2000;48;02/12/2000;34.2;21.0;19.0;0
iq;2000;49;09/12/2000;34.0;22.0;0.8;0
iq;2000;50;16/12/2000;33.8;21.0;67.2;1
